Date of Birth,Weight,Functional Threshold Power,Maximum Heartrate,Athlete Type,Measurement Preference,Date Preference,Chart Preference,Email Language,Pace Zone Time,Pace Zone Distance,Default Leaderboard View
"Feb 10, 1992",160.0 lb,133 W,190,Cyclist,Imperial,mm/dd/YYYY,Week,English (US),0:28:00,Five Kilometers,All
